rowid,date,opponent,result,Iolani_score,opp_score,stadium,pass_leader,pass_yds,rush_leader,rush_yds,receive_leader,receive_yds
258,2000-11-03,Pac-Five,W,38,0,,Kila Kaaihue,213,Justin McClain,77,Jay Marcouiller,142
259,2000-10-27,at Punahou,L,17,21,,Kila Kaaihue,223,Teo Bennett,22,Ikaika Goo,84
260,2000-10-21,Kamehameha,L,0,40,Aloha Stadium,,,,,,
261,2000-10-13,Damien,W,46,6,,Kila Kaaihue,128,Teo Bennett,71,Jay Marcouiller,67
262,2000-10-07,Saint Louis,L,0,35,Aloha Stadium,,,,,,
263,2000-09-29,Punahou,W,22,21,,Kila Kaaihue,196,Teo Bennett,134,Ikaika Goo,62
264,2000-09-23,Damien,W,19,0,Aloha Stadium,Kila Kaaihue,53,Teo Bennett,111,Ikaika Goo,18
265,2000-09-23,,,,,,,,,,Royce Yokono,18
266,2000-09-15,Pac-Five,W,49,6,Aloha Stadium,Kila Kaaihue,95,Teo Bennett,146,Ikaika Goo,61
267,2000-09-08,Saint Louis,L,14,45,Aloha Stadium,Kila Kaaihue,86,Teo Bennett,89,Ikaika Goo,57
268,2000-09-01,Kamehameha,L,14,34,Aloha Stadium,Kila Kaaihue,180,Teo Bennett,17,Ikaika Goo,62
269,2000-08-26,Buchanan (Calif.),L,0,35,,Robert Mageo,109,Blake Wong,59,Ikaika Goo,52
270,2000-08-18,Leilehua,W,51,0,Aloha Stadium,,,Teo Bennett,75,Ikaika Goo,65
272,1999-11-06,Pac-Five,W,38,25,Aloha Stadium,Brent Wong,195,Landon Paikai,81,Matt Alices,103
273,1999-10-29,Punahou,L,28,41,,Brent Wong,215,Brent Wong,84,Marc Contee,69
274,1999-10-23,Damien,W,41,12,,Brent Wong,300,Landon Paikai,28,Matt Alices,145
275,1999-10-16,Kamehameha,L,12,14,,Brent Wong,308,Teo Bennett,21,Marc Contee,106
276,1999-10-08,Saint Louis,L,7,42,,Brent Wong,86,Landen Paikai,28,Matt Alices,47
277,1999-10-02,Punahou,W,14,7,,,,,,,
278,1999-09-25,Kamehameha,L,20,36,,Brent Wong,174,Brent Wong,35,Matt Alices,87
279,1999-09-17,Saint Louis,L,9,48,,Kila Kaaihue,205,Justin McClain,28,Kyle La Benz,86
280,1999-09-11,Pac-Five,W,14,0,,Kila Kaaihue,34,Landen Paikai,50,Marc Contee,11
281,1999-09-03,Damien,W,29,7,,Daniel Chong,103,Teo Bennett,37,Kyle La Benz,58
282,1999-08-28,Waiakea,W,51,3,Aloha Stadium,,,Teo Bennett,137,,
283,1999-08-21,at Kohala,W,35,0,,,,,,,
285,1998-11-13,Damien,W,31,7,,Brent Wong,31,Joe Igber,278,Kyle LaBenz,21
286,1998-11-06,at Punahou,W,26,19,,Brent Wong,128,Joe Igber,118,Matt Alices,85
287,1998-10-31,Kamehameha,L,3,24,,Brent Wong,80,Joe Igber,54,Zach Toyofuku,67
288,1998-10-23,Pac-Five,W,45,35,,Brent Wong,88,Joe Igber,352,Matt Alices,38
289,1998-10-16,Saint Louis,L,42,77,Aloha Stadium,Brent Wong,190,Joe Igber,204,Matt Alices,88
290,1998-10-09,Damien,W,49,32,,Brent Wong,141,Joe Igber,251,Zack Toyofuku,78
291,1998-10-02,Punahou,L,15,38,,Brent Wong,75,Joe Igber,118,Joe Igber,56
292,1998-09-25,Saint Louis,L,19,54,,Danny Chong,80,Joe Igber,148,Matt Alices,80
293,1998-09-19,Pac-Five,W,40,29,,Danny Chong,113,Joe Igber,312,Zach Toyofuku,76
294,1998-09-12,Kamehameha,W,34,24,,Brent Wong,94,Joe Igber,177,Matt Alices,51
295,1998-08-29,Baldwin,W,14,12,Aloha Stadium,,,Joe Igber,178,,
296,1998-08-22,Waiakea,W,41,33,Wong Stadium,,,,,,
298,1997-11-15,Damien,W,17,12,,Ben Kamuth,64,Joe Igber,240,Matt Alices,25
299,1997-11-08,Kamehameha,L,13,38,Aloha Stadium,Ben Karnuth,145,Joe Igber,58,Reinaldo Pacheco,47
300,1997-10-31,Punahou,W,35,13,,Ben Karnuth,196,Joe Igber,153,Reinaldo Pacheco,105
301,1997-10-24,Pac-Five,W,56,28,,Ben Karnuth,212,Joe Igber,142,Reinaldo Pacheco,154
302,1997-10-18,Saint Louis,L,7,51,Aloha Stadium,Ben Karnuth,79,Joe Igber,48,Reinaldo Pacheco,70
303,1997-10-10,at Punahou,W,35,7,,,,Joe Igber,216,,
304,1997-10-04,Pac-Five,W,45,7,Aloha Stadium,Ben Karnuth,165,Joe Igber,262,Reinaldo Pacheco,107
305,1997-09-27,Kamehameha,W,27,26,Aloha Stadium,Ben Karnuth,203,Joe Igber,202,Reinaldo Pacheco,110
306,1997-09-20,Saint Louis,L,7,54,Aloha Stadium,Ben Karnuth,28,Joe Igber,83,Gavin Keintop,13
307,1997-09-12,Damien,W,21,0,,,,Joe Igber,146,,
308,1997-08-29,Waipahu,W,42,19,Aloha Stadium,,,,,,
309,1997-08-22,at Baldwin,W,40,14,,,,,,,
311,1996-11-15,at Punahou,L,16,41,,Marvin Wong,146,Joe Igber,68,Joe Igber,61
312,1996-11-08,Saint Louis,L,10,38,,Marvin Wong,185,Joe Igber,8,Corin Korenaga,95
313,1996-11-02,Pac-Five,W,27,7,Aloha Stadium,Marvin Wong,114,Joe Igber,150,Akoni Ah Yat,40
314,1996-10-26,Kamehameha,W,30,6,Aloha Stadium,Marvin Wong,231,Joe Igber,95,Reinaldo Pacheco,96
315,1996-10-18,Damien,W,28,21,Aloha Stadium,Marvin Wong,179,Joe Igber,60,Corin Korenaga,98
316,1996-10-12,Pac-Five,W,17,14,Aloha Stadium,Marvin Wong,218,Joe Igber,99,Corin Korenaga,105
317,1996-10-05,Punahou,L,6,26,,Marvin Wong,155,Joe Igber,65,Corin Korenaga,127
318,1996-09-28,Damien,L,20,21,Aloha Stadium,Marvin Wong,237,Joe Igber,108,Rhone Rarick,93
319,1996-09-20,Saint Louis,L,0,42,Aloha Stadium,Marvin Wong,51,Joe Igber,42,Reinaldo Pacheco,21
320,1996-09-14,Kamehameha,L,29,34,Aloha Stadium,Marvin Wong,217,Joe Igber,71,Corin Korenaga,71
321,1996-08-30,St. Paul (Calif.),L,16,33,Aloha Stadium,,,,,,
322,1996-08-23,Lahainaluna,W,35,0,War Memorial,,,,,,
324,1995-11-11,Pac-Five,L,18,21,Aloha Stadium,Marvin Wong,82,Tracey Takamiya,120,Matt Sutton,73
325,1995-11-03,Punahou,L,6,28,,Marvin Wong,156,Marvin Wong,3,Tracey Takamiya,51
326,1995-10-28,Kamehameha,L,0,14,Aloha Stadium,Marvin Wong,143,Tracey Takamiya,31,Reinaldo Pacheco,72
327,1995-10-20,Damien,W,14,12,,Marvin Wong,62,Tracey Takamiya,66,Reinaldo Pacheco,50
328,1995-10-14,Saint Louis,L,3,34,Aloha Stadium,Marvin Wong,105,Tracey Takamiya,29,Marcus Fuller,36
329,1995-10-07,Damien,W,12,7,Aloha Stadium,Marvin Wong,38,Tracey Takamiya,77,Marcus Fuller,23
330,1995-09-30,Pac-Five,L,13,21,Aloha Stadium,Marvin Wong,150,Tracey Takamiya,42,Matt Sutton,92
331,1995-09-22,at Punahou,L,0,43,,Brent Ah Yat,75,Derek Flores,62,Matt Sutton,75
332,1995-09-16,Kamehameha,L,0,28,Aloha Stadium,Brent Ah Yat,15,Derek Flores,75,Matt Sutton,21
333,1995-09-08,Saint Louis,L,7,28,Aloha Stadium,Marvin Wong,42,Derek Flores,64,Tracey Takamiya,30
334,1995-09-01,Waianae,L,14,35,Aloha Stadium,,,,,,
335,1995-08-01,Hawaii Prep,W,21,6,,,,,,,
337,1994-11-10,Punahou,L,17,31,,Micah Banton,162,Sean Takamori,29,Tracey Takamiya,52
338,1994-11-05,Damien,L,7,21,Aloha Stadium,Micah Banton,152,Ian Ferris,9,Tracey Takamiya,109
339,1994-10-29,Pac-Five,W,24,14,Aloha Stadium,Micah Banton,138,Sean Takamori,79,Tracey Takamiya,59
340,1994-10-22,Saint Louis,L,10,41,Aloha Stadium,Micah Banton,137,Michael Colosimo,31,Rodney Kawamura,58
341,1994-10-15,Kamehameha,W,16,14,Aloha Stadium,Micah Banton,56,Sean Takamori,32,Tracey Takamiya,34
342,1994-10-07,Damien,L,10,13,Aloha Stadium,Micah Banton,215,Michael Colosimo,52,Matthew Sutton,92
343,1994-10-01,Kamehameha,L,7,21,Aloha Stadium,Micah Banton,71,Michael Colosimo,22,Tracey Takamiya,33
344,1994-09-23,at Punahou,L,7,9,,Micah Banton,59,Sean Takamori,20,Tracey Takamiya,53
345,1994-09-17,Saint Louis,L,0,27,Aloha Stadium,Micah Banton,18,Michael Colosimo,10,Tracey Takamiya,14
346,1994-09-09,Pac-Five,W,23,6,Aloha Stadium,Micah Banton,65,Derek Flores,154,Tracey Takamiya,43
347,1994-09-02,Waianae,L,15,33,Aloha Stadium,,,,,,
348,1994-08-26,Lahainaluna,W,41,0,War Memorial,Micah Banton,161,Derek Flores,55,,
350,1993-11-13,Pac-Five,W,49,12,Aloha Stadium,Brian Ah Yat,247,Derek Flores,102,Raul Pacheco,157
351,1993-11-05,Punahou,L,13,28,,Brian Ah Yat,313,Micah Banton,-1,Raul Pacheco,142
352,1993-11-05,,,,,,,,,,David Luedecke,104
353,1993-10-30,Damien,W,31,14,Aloha Stadium,,,,,,
354,1993-10-22,Kamehameha,L,8,16,Aloha Stadium,Brian Ah Yat,235,Derek Flores,-3,Raul Pacheco,119
355,1993-10-16,Saint Louis,W,27,26,Aloha Stadium,Brian Ah Yat,334,Derek Flores,38,David Luedecke,133
356,1993-10-16,,,,,,,,,,Raul Pacheco,120
357,1993-10-08,Pac-Five,W,45,6,Aloha Stadium,Brian Ah Yat,168,Derek Flores,143,Raul Pacheco,75
358,1993-10-02,Damien,W,42,6,Aloha Stadium,Brian Ah Yat,172,Derek Flores,62,Micah Banton,33
359,1993-10-02,,,,,,,,,,David Luedecke,33
360,1993-09-24,Kamehameha,W,21,2,,Brian Ah Yat,159,Derek Flores,33,Raul Pacheco,70
361,1993-09-17,Punahou,W,21,6,Aloha Stadium,Brian Ah Yat,153,Micah Banton,49,Raul Pacheco,91
362,1993-09-11,Saint Louis,L,7,21,Aloha Stadium,Brian Ah Yat,225,Micah Banton,24,Raul Pacheco,179
363,1993-09-03,Waipahu,W,14,6,Aloha Stadium,Brian Ah Yat,151,,,Raul Pacheco,63
364,1993-08-27,at Hilo,W,28,0,,,,,,,
366,1992-11-27,Kahuku,W,28,12,Aloha Stadium,Brian Ah Yat,153,Kyle Chang,87,Raul Pacheco,118
367,1992-11-20,Punahou,W,37,7,,Brian Ah Yat,67,Kyle Chang,103,Raul Pacheco,64
368,1992-11-14,Saint Louis,L,14,42,Aloha Stadium,Brian Ah Yat,282,N/A,,Raul Pacheco,219
369,1992-11-06,Kamehameha,W,20,19,,Brian Ah Yat,164,Kyle Chang,40,Raul Pacheco,81
370,1992-10-31,Pac-Five,W,21,12,Aloha Stadium,Brian Ah Yat,50,Kyle Chang,115,Matt Kleintop,18
371,1992-10-31,,,,,,,,,,Tommy Otake,18
372,1992-10-23,Damien,W,14,0,Aloha Stadium,Brian Ah Yat,18,Kyle Chang,228,David Luedecke,15
373,1992-10-16,at Punahou,W,26,7,,Brian Ah Yat,144,Kyle Chang,78,Raul Pacheco,65
374,1992-10-10,Damien,W,18,14,Aloha Stadium,Brian Ah Yat,211,Kyle Chang,58,Raul Pacheco,93
375,1992-10-02,Pac-Five,L,12,14,Aloha Stadium,Brian Ah Yat,115,Kyle Chang,92,Raul Pacheco,57
376,1992-09-25,Kamehameha,W,38,12,Aloha Stadium,Brian Ah Yat,142,Kyle Chang,80,Matt Kleintop,62
377,1992-09-19,Saint Louis,L,6,21,Aloha Stadium,Brian Ah Yat,76,Micah Banton,58,Raul Pacheco,41
378,1992-09-05,Baldwin,W,23,21,Aloha Stadium,Brian Ah Yat,210,,,,
379,1992-08-29,Hawaii Prep,W,28,21,Waimea,,,,,,
381,1991-11-15,Punahou,W,20,12,,Shaun Shimizu,53,Tad Yamashita,189,Tad Yamashita,30
382,1991-11-08,Kamehameha,T,7,7,Aloha Stadium,Shaun Shimizu,48,Tad Yamashita,69,Matt Kleintopp,22
383,1991-10-31,Damien,W,13,7,Cooke Field,Shaun Shimizu,33,Tad Yamashita,111,Mark Watanabe,24
384,1991-10-26,Saint Louis,L,19,32,Aloha Stadium,Darren Kimura,109,Tad Yamashita,81,Mark Watanabe,104
385,1991-10-18,Pac-Five,L,14,21,Aloha Stadium,Brian Ah Yat,175,Shawn Haruno,43,Mark Watanabe,102
386,1991-10-12,Kamehameha,L,17,44,Aloha Stadium,Brian Ah Yat,125,Eddie Choo,17,Mark Watanabe,102
387,1991-10-04,Saint Louis,L,0,42,Aloha Stadium,Brian Ah Yat,31,Shawn Haruno,99,Matt Kleintopp,12
388,1991-09-27,Punahou,L,0,17,Aloha Stadium,Brian Ah Yat,19,Asa Miyahira,27,Mark Watanabe,10
389,1991-09-20,Damien,W,14,10,Cooke Field,Brian Ah Yat,93,Shawn Haruno,110,Matt Kleintopp,44
390,1991-09-13,Pac-Five,W,17,14,Aloha Stadium,Brian Ah Yat,72,Asa Miyahira,126,Mark Watanabe,75
391,1991-09-06,Mater Dei (Calif.),L,20,34,Aloha Stadium,Brian Ah Yat,185,,,,
392,1991-08-01,Kapaa,W,28,6,,,,,,,
394,1990-11-21,Punahou,L,14,17,Cooke Field,Paul Ah Yat,143,Ryan Hoopii,65,Mark Watanabe,49
395,1990-11-09,Damien,W,35,13,Cooke Field,Paul Ah Yat,174,Ryan Hoopii,110,Tad Yamashita,112
396,1990-11-01,Kamehameha,W,14,7,Cooke Field,Paul Ah Yat,114,Ryan Hoopii,71,Danny Garcia,87
397,1990-10-26,Punahou,W,24,12,,Paul Ah Yat,63,Ryan Hoopii,158,Stuart Endo,25
398,1990-10-19,Pac-Five,W,15,10,Aloha Stadium,Shaun Shimizu,112,Ryan Hoopii,192,Tad Yamashita,29
399,1990-10-13,Saint Louis,L,0,34,Aloha Stadium,Paul Ah Yat,96,Meki Pei,42,Meki Pei,43
400,1990-10-05,Pac-Five,W,26,19,Aloha Stadium,Paul Ah Yat,323,Ryan Hoopii,61,Danny Garcia,89
401,1990-09-29,Damien,L,7,26,Aloha Stadium,Shaun Shimizu,121,Danny Ho,16,Danny Garcia,44
402,1990-09-21,Saint Louis,L,3,41,Aloha Stadium,,,,,,
403,1990-09-15,Punahou,L,14,21,Aloha Stadium,,,,,,
404,1990-09-07,Kamehameha,L,0,10,Aloha Stadium,Paul Ah Yat,46,Danny Ho,60,Mark Watanabe,21
405,1990-08-31,Edison (Calif.),L,0,12,Aloha Stadium,,,,,,
406,1990-08-24,Rikkyo (Japan),W,13,0,,,,,,,
408,1989-11-09,at Punahou,W,20,19,,Paul Ah Yat,149,Tashima,32,Ryan Hoopii,83
409,1989-11-02,Pac-Five,L,9,20,Cooke Field,Paul Ah Yat,105,Tashima,12,Ashley Kai,36
410,1989-10-26,Damien,W,24,21,Cooke Field,Paul Ah Yat,222,Danny Ho,40,Ryan Hoopii,112
411,1989-10-20,Saint Louis,L,7,25,Aloha Stadium,Paul Ah Yat,87,Paul Ah Yat,17,Rand Ide,43
412,1989-10-14,Kamehameha,L,0,21,Aloha Stadium,Paul Ah Yat,149,Ryan Hoopii,15,Ashley Kai,77
413,1989-10-06,Pac-Five,W,24,21,Aloha Stadium,Paul Ah Yat,166,Tashima,74,Ashley Kai,92
414,1989-09-29,Punahou,L,0,20,Cooke Field,Paul Ah Yat,71,Aaron Nakamura,28,Aaron Nakamura,19
415,1989-09-29,,,,,,,,,,Hamura,19
416,1989-09-22,Damien,W,28,6,Aloha Stadium,Paul Ah Yat,281,Aaron Nakamura,14,Ashley Kai,115
417,1989-09-16,Kamehameha,W,14,6,Aloha Stadium,Paul Ah Yat,169,Aaron Nakamura,39,Ryan Hoopii,95
418,1989-09-08,Saint Louis,L,9,16,Aloha Stadium,Paul Ah Yat,350,Tashima,47,Ashley Kai,134
419,1989-09-01,Konawaena,W,31,6,Aloha Stadium,,,,,,
420,1989-08-25,Kaimuki,W,35,0,Aloha Stadium,Kaala Shea,248,,,,
422,1988-11-10,Punahou,L,6,35,,Kaala Shea,91,Ryan Takaki,36,Ashley Kai,60
423,1988-11-03,Pac-Five,L,13,18,Cooke Field,Kaala Shea,191,Ryan Hoopii,24,Ashley Kai,87
424,1988-10-28,Saint Louis,L,17,49,,John Stephens,79,Ryan Hoopii,35,Michael Pila,67
425,1988-10-21,Damien,L,12,42,Aloha Stadium,John Stephens,157,Ryan Hoopii,11,Rand Ide,81
426,1988-10-15,Kamehameha,W,24,0,Aloha Stadium,John Stephens,59,John Stephens,73,Michael Pila,40
427,1988-10-07,Saint Louis,L,0,24,Aloha Stadium,John Stephens,51,John Stephens,16,Michael Pila,33
428,1988-10-01,Damien,L,26,28,Aloha Stadium,John Stephens,92,Ryan Hoopii,66,Michael Pila,109
429,1988-09-24,Punahou,L,7,29,Aloha Stadium,Kaala Shea,67,Ryan Hoopii,49,Ashley Kai,20
430,1988-09-16,Kamehameha,L,11,14,Aloha Stadium,Kaala Shea,164,Ryan Hoopii,21,Michael Pila,120
431,1988-09-10,Pac-Five,L,0,7,Aloha Stadium,Kaala Shea,145,Ryan Hoopii,30,Michael Pila,74
432,1988-09-02,Kahuku,W,20,6,Aloha Stadium,Kaala Shea,168,,,,
433,1988-08-27,at Kaiser,W,6,0,,,,,,,
435,1987-11-13,Pac-Five,W,30,20,,John Stephens,269,Eddie Kealoha,59,Drue Apao,87
436,1987-11-05,Kamehameha,W,20,19,Cooke Field,John Stephens,219,Eddie Kealoha,67,Ryan Takaki,84
437,1987-10-30,at Punahou,W,14,7,,John Stephens,109,Eddie Kealoha,92,Michael Pila,34
438,1987-10-23,Saint Louis,L,16,20,Aloha Stadium,John Stephens,135,Eddie Kealoha,21,Drue Apao,62
439,1987-10-16,Damien,W,3,0,Cooke Field,John Stephens,123,Eddie Kealoha,32,Michael Pila,54
440,1987-10-09,Saint Louis,L,7,21,Aloha Stadium,John Stephens,258,Eddie Kealoha,56,Branden Sumida,107
441,1987-10-02,Pac-Five,L,8,21,Cooke Field,John Stephens,168,Eddie Kealoha,43,Branden Sumida,82
442,1987-09-26,Kamehameha,W,21,0,Aloha Stadium,John Stephens,166,Brandon San Diego,36,Branden Sumida,108
443,1987-09-18,Damien,W,30,20,Aloha Stadium,John Stephens,166,Erik Leong,34,Drue Apao,56
444,1987-09-12,Punahou,W,20,7,Aloha Stadium,John Stephens,179,Eddie Kealoha,116,Eddie Kealoha,112
445,1987-09-04,Farrington,W,27,7,Aloha Stadium,,,Eddie Kealoha,195,,
446,1987-08-29,Kaiser,W,33,7,Cooke Field,,,,,,
448,1986-11-14,Punahou,W,21,16,,Corey Fujii,25,Shayne Hoopii,75,Jim Wheeler,25
449,1986-11-07,Saint Louis,L,6,17,Aloha Stadium,John Stephens,146,Eddie Kealoha,53,Branden Sumida,82
450,1986-11-01,Kamehameha,W,28,14,Aloha Stadium,John Stephens,70,Eddie Kealoha,68,Eddie Kealoha,43
451,1986-10-24,Damien,W,28,8,,John Stephens,94,Eddie Kealoha,37,Branden Sumida,77
452,1986-10-18,Pac-FIve,L,9,14,Cooke Field,John Stephens,76,Eddie Kealoha,47,Branden Sumida,75
453,1986-10-11,Damien,W,3,0,Aloha Stadium,Corey Fujii,28,Shayne Hoopii,44,Shayne Hoopii,22
454,1986-10-03,Kamehameha,W,27,15,Cooke Field,Corey Fujii,8,Eddie Kealoha,141,Eddie Kealoha,8
455,1986-09-26,Pac-FIve,W,35,13,Aloha Stadium,Corey Fujii,65,Eddie Kealoha,94,Eddie Kealoha,65
456,1986-09-19,Punahou,W,27,7,Aloha Stadium,Corey Fujii,70,Eddie Kealoha,79,Jim Wheeler,56
457,1986-09-13,Saint Louis,L,7,21,Aloha Stadium,Corey Fujii,6,Geoffrey Leong,12,Branden Sumida,6
458,1986-09-05,Leilehua,W,17,0,Aloha Stadium,,,Shayne Hoopii,92,,
459,1986-08-29,at Konawaena,W,20,7,,,,,,,
461,1985-11-15,at Punahou,L,6,17,,Corey Fujii,41,Shayne Hoopii,59,Wheeler,30
462,1985-11-08,Damien,W,14,7,,Derek Aki,12,Shayne Hoopii,122,Eddie Kealoha,13
463,1985-11-01,Saint Louis,L,15,30,Cooke Field,Derek Aki,18,Okamura,94,Corey Fujii,10
464,1985-10-26,Pac-Five,L,7,27,Aloha Stadium,Derek Aki,10,Okamura,44,Shayne Hoopii,7
465,1985-10-18,Kamehameha,W,21,7,Aloha Stadium,Derek Aki,59,Shane Hoopii,106,E. Leong,37
466,1985-10-12,Punahou,W,22,20,Aloha Stadium,Derek Aki,59,Eddie Kealoha,129,Wheeler,38
467,1985-10-04,Damien,W,28,14,Aloha Stadium,Derek Aki,36,Shayne Hoopii,138,Leong,35
468,1985-09-28,Saint Louis,L,10,14,Aloha Stadium,Derek Aki,43,Okamura,63,Fujimori,43
469,1985-09-20,Kamehameha,L,7,17,Aloha Stadium,Derek Aki,22,Okamura,28,Fujimori,18
470,1985-09-12,Pac-Five,L,6,27,Aloha Stadium,Derek Aki,13,Shayne Hoopii,45,Uyehara,7
471,1985-09-07,Waipahu,W,14,7,Aloha Stadium,Derek Aki,116,Shayne Hoopii,60,Fujimori,61
472,1985-08-30,at Mililani,W,13,0,,,,,,,
474,1984-11-09,Punahou,W,16,15,,Michael Rodrigues,150,Daryl Okamura,67,Grant Fusato,39
475,1984-11-02,Damien,L,7,32,Aloha Stadium,Michael Rodrigues,168,Michael Rodrigues,15,Bart Kihara,65
476,1984-10-26,Saint Louis,L,6,14,Kaiser,Michael Rodrigues,88,Daryl Okamura,41,Bart Kihara,46
477,1984-10-18,Pac-Five,L,6,34,Aloha Stadium,Michael Rodrigues,108,Corey Fujii,23,Grant Fusato,32
478,1984-10-12,Kamehameha,L,8,14,Aloha Stadium,Michael Rodrigues,212,Daryl Okamura,49,Bart Kihara,75
479,1984-10-05,Saint Louis,L,8,29,Aloha Stadium,Michael Rodrigues,141,Shane Hoopii,24,Bart Kihara,39
480,1984-09-28,Pac-Five,L,15,38,Roosevelt,Michael Rodrigues,246,Shane Hoopii,18,Shane Hoopii,78
481,1984-09-28,,,,,,,,,,Uyehara,78
482,1984-09-21,Kamehameha,L,18,21,Aloha Stadium,Michael Rodrigues,249,Daryl Okamura,63,Grant Fusato,81
483,1984-09-15,Damien,L,12,17,Aloha Stadium,Michael Rodrigues,57,Daryl Okamura,69,Paul Carlton,47
484,1984-09-07,Punahou,W,24,20,Aloha Stadium,Michael Rodrigues,198,Michael Rodrigues,30,Danny Yamashiro,75
485,1984-09-01,Leilehua,L,6,27,Aloha Stadium,,,,,,
486,1984-08-24,Maui,W,22,6,War Memorial,,,,,,
488,1983-11-10,Punahou,W,24,23,Aloha Stadium,Michael Rodrigues,47,Roland Ruff,144,Dennis Chong Kee,32
489,1983-11-04,Pac-Five,L,0,15,Aloha Stadium,Danny Feldhaus,46,Roland Ruff,51,Dennis Chong Kee,20
490,1983-10-27,Kamehameha,L,9,10,Aloha Stadium,Danny Feldhaus,66,Roland Ruff,104,Dennis Chong Kee,35
491,1983-10-21,Damien,W,15,14,Aloha Stadium,Danny Feldhaus,51,Reid Tamanaha,79,Paul Carlton,24
492,1983-10-15,Saint Louis,L,6,21,Aloha Stadium,Danny Feldhaus,60,Reid Tamanaha,91,Dennis Chong Kee,23
493,1983-10-07,Kamehameha,L,6,24,Aloha Stadium,Michael Rodrigues,37,Reid Tamanaha,31,Paul Carlton,18
494,1983-09-30,Pac-Five,L,17,18,Roosevelt,Michael Rodrigues,83,Reid Tamanaha,129,Dennis Chong Kee,25
495,1983-09-23,Damien,L,9,10,Aloha Stadium,Michael Rodrigues,76,Reid Tamanaha,32,Dennis Chong Kee,36
496,1983-09-15,Saint Louis,L,2,14,Aloha Stadium,Michael Rodrigues,60,Reid Tamanaha,20,Danny Feldhaus,34
497,1983-09-09,Punahou,W,27,12,Aloha Stadium,Michael Rodrigues,181,Reid Tamanaha,49,Danny Feldhaus,74
498,1983-08-27,Waipahu,W,17,14,Aloha Stadium,Michael Rodrigues,136,Reid Tamanaha,47,Danny Feldhaus,51
499,1983-08-27,,,,,,,,Roland Ruff,47,,
501,1982-11-11,Kamehameha,L,0,10,Aloha Stadium,Michael Rodrigues,14,Roland Ruff,55,Dodd Apao,14
502,1982-11-05,Pac-Five,L,7,34,Aloha Stadium,Danny Feldhaus,78,Darin Lee,20,Frank Lutu,66
503,1982-10-28,Punahou,W,20,7,Aloha Stadium,Michael Rodrigues,85,Darin Lee,90,Roland Ruff,46
504,1982-10-23,Damien,L,7,14,Aloha Stadium,Michael Rodrigues,112,Roland Ruff,28,Scott Laboy,72
505,1982-10-15,Saint Louis,W,10,9,Aloha Stadium,Michael Rodrigues,78,Roland Ruff,52,Frank Lutu,32
506,1982-10-07,Punahou,T,13,13,Aloha Stadium,Michael Rodrigues,160,Roland Ruff,34,Darin Lee,98
507,1982-10-01,Damien,W,14,6,Aloha Stadium,Michael Rodrigues,118,Ronnie Doi,33,Scott Laboy,66
508,1982-09-24,Saint Louis,W,17,14,Kaiser,Michael Rodrigues,58,Ronnie Doi,94,Darin Lee,42
509,1982-09-17,Pac-Five,L,7,10,Aloha Stadium,Craig Kaneshiro,105,Roland Ruff,24,Scott Laboy,69
510,1982-09-10,Kamehameha,W,22,20,Aloha Stadium,Craig Kaneshiro,23,Darin Lee,65,Scott Laboy,20
511,1982-08-27,Leilehua,W,29,6,Aloha Stadium,Craig Kaneshiro,69,Ronnie Doi,56,Dodd Apao,29
513,1981-11-11,Damien,W,2,0,Aloha Stadium,Matt Bright,63,Ronnie Doi,58,Robbie Cundiff,38
514,1981-11-06,Punahou,L,9,13,Aloha Stadium,Matt Bright,106,Ronnie Doi,28,Robbie Cundiff,82
515,1981-10-30,Kamehameha,L,0,7,Aloha Stadium,Matt Bright,79,Darren Lee,17,Robbie Cundiff,46
516,1981-10-24,Saint Louis,L,0,19,Aloha Stadium,Matt Bright,69,Ronnie Doi,35,Dodd Apao,16
517,1981-10-16,Pac-Five,W,20,0,Aloha Stadium,Ronnie Doi,38,Ronnie Doi,65,Dodd Apao,38
518,1981-10-09,Punahou,W,28,3,Aloha Stadium,Matt Bright,93,Roland Ruff,51,Frank Lutu,52
519,1981-10-02,Kamehameha,W,14,7,Aloha Stadium,Matt Bright,72,Ronnie Doi,81,Roland Ruff,46
520,1981-09-25,Pac-Five,W,27,0,Roosevelt,Matt Bright,15,Darren Lee,34,Frank Lutu,15
521,1981-09-18,Damien,W,14,9,Aloha Stadium,Matt Bright,59,Roland Ruff,13,Roland Ruff,24
522,1981-09-12,Saint Louis,L,15,37,Aloha Stadium,Matt Bright,68,Ronnie Doi,23,Robbie Cundiff,29
523,1981-09-12,,,,,,,,,,Darren Lee,29
524,1981-08-29,Waipahu,L,0,6,Aloha Stadium,Matt Bright,112,,,Frank Lutu,48
526,1980-11-28,Waianae,T,7,7,Aloha Stadium,Matt Bright,146,Randy Kobayashi,66,Steve Wong,45
527,1980-11-22,Kamehameha,W,21,13,Aloha Stadium,Matt Bright,186,Ross Nishioka,44,Steve Wong,77
528,1980-11-13,Pac-Five,W,13,8,Aloha Stadium,Matt Bright,98,Ed Kobayashi,87,Steve Wong,51
529,1980-11-07,Damien,W,14,6,Aloha Stadium,Matt Bright,218,Ross Nishioka,50,Dirk Apao,110
530,1980-10-31,Saint Louis,W,13,12,Roosevelt,Matt Bright,190,Ronnie Doi,20,Frank Lutu,76
531,1980-10-23,Kamehameha,L,12,18,Aloha Stadium,Matt Bright,171,Randy Kobayashi,33,Steve Wong,78
